"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"ALASKA RIGHT TO LIFE FEDERAL VICTORY FUND","C00566729",NULL,12048,"SMALL","< $1,000,000",NULL
"VIRALPAC","C00722488",NULL,12000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR BETTER CITIES","C00545186",NULL,12000,"SMALL","< $1,000,000",NULL
"TEXAS ALLIANCE FOR LIFE FED PAC","C00754218",NULL,12000,"SMALL","< $1,000,000",NULL
"A FAIR & JUST VIRGINIA PAC","C00628016",NULL,12000,"SMALL","< $1,000,000",NULL
"FAIR AIR PAC","C00737759",NULL,11977,"SMALL","< $1,000,000",NULL
"AMERICANS FOR A STRONG MIDDLE CLASS","C00589754",NULL,11971,"SMALL","< $1,000,000",NULL
"LITHUANIAN AMERICANS AND ALLIES FOR DEMOCRACY, INC.","C00826404",NULL,11736,"SMALL","< $1,000,000",NULL
"MEET IN THE MIDDLE FOR AMERICA","C00780965",NULL,11721,"SMALL","< $1,000,000",NULL
"SENIORS FOR AFFORDABLE HEALTHCARE PAC","C00732388",NULL,11359,"SMALL","< $1,000,000",NULL
"WE ARE THE 99 MOVEMENT","C00511378",NULL,11000,"SMALL","< $1,000,000",NULL
"RED WAVE PAC","C00794768",NULL,11000,"SMALL","< $1,000,000",NULL
"JOHN CATS PAC","C00628289",NULL,11000,"SMALL","< $1,000,000",NULL
"EQUALITY 51","C00639948",NULL,10970,"SMALL","< $1,000,000",NULL
"TEA PARTY PAC","C00692129",NULL,10900,"SMALL","< $1,000,000",NULL
"VERITAS TRUTH IS FREEDOM","C00658708","REP",10800,"SMALL","< $1,000,000",NULL
"SOUTHERN INDIANA FREEDOM PAC","C00803916",NULL,10750,"SMALL","< $1,000,000",NULL
"DISABLE THE ENABLERS","C00751875",NULL,10525,"SMALL","< $1,000,000",NULL
"PROTECT THE VOTE","C00756056",NULL,10500,"SMALL","< $1,000,000",NULL
"AMERICANS FOR CONSERVATIVE LEADERSHIP","C00524470",NULL,10493,"SMALL","< $1,000,000",NULL
"MONTANA SHOOTING SPORTS ASSN POLITICAL COMMITTEE","C00322958",NULL,10406,"SMALL","< $1,000,000",NULL
"PROTECT AMERICA TODAY","C00512012",NULL,10200,"SMALL","< $1,000,000",NULL
"OUR AMERICA, INC.","C00555326",NULL,10100,"SMALL","< $1,000,000",NULL
"THE TRUTH SQUAD","C00491167",NULL,10064,"SMALL","< $1,000,000",NULL
"PATRIOTIC LEGAL IMMIGRANTS USA, INC.","C00758292",NULL,10010,"SMALL","< $1,000,000",NULL
"SUBURBAN VOTERS FOR CHOICE","C00514729",NULL,10000,"SMALL","< $1,000,000",NULL
"KEEPING AMERICA STRONG PAC","C00782847",NULL,10000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR ALL OF US","C00632687",NULL,10000,"SMALL","< $1,000,000",NULL
"TRIPLE CROWN PROJECT INC","C00501619",NULL,10000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR NATURAL PRODUCTS","C00697466",NULL,10000,"SMALL","< $1,000,000",NULL
"BLOCKIMPEACHMENT.ORG","C00634303",NULL,10000,"SMALL","< $1,000,000",NULL
"OUR AMERICA PAC","C00570465",NULL,10000,"SMALL","< $1,000,000",NULL
"WINCONGRESS","C00661603",NULL,10000,"SMALL","< $1,000,000",NULL
"LIBERTARIAN PARTY OF NEW YORK PETITIONING COMMITTEE","C00621300",NULL,10000,"SMALL","< $1,000,000",NULL
"ELECTIONS MATTER CALIFORNIA","C00624940",NULL,10000,"SMALL","< $1,000,000",NULL
"PUSH START","C00605402",NULL,10000,"SMALL","< $1,000,000",NULL
"TIME FOR TRUMP","C00628396",NULL,10000,"SMALL","< $1,000,000",NULL
"PHYSICIANS FOR A BETTER HEALTHCARE FUTURE","C00492553",NULL,10000,"SMALL","< $1,000,000",NULL
"AMERICANS AGAINST SEDITION","C00785071",NULL,10000,"SMALL","< $1,000,000",NULL
"TEXAS FOREVER","C00689919",NULL,10000,"SMALL","< $1,000,000",NULL
"CHANGE FOR US ACTION FUND","C00813170",NULL,10000,"SMALL","< $1,000,000",NULL
"DEFENDING CONSERVATIVE VALUES","C00774794",NULL,10000,"SMALL","< $1,000,000",NULL
"IRONSTACHE FUND","C00688283",NULL,10000,"SMALL","< $1,000,000",NULL
"JOHN CATS POLITICAL ACTION COMMITTEE","C00651059",NULL,10000,"SMALL","< $1,000,000",NULL
"MISSOURI VOTER PROJECT","C00687533",NULL,10000,"SMALL","< $1,000,000",NULL
"GBP","C00756999",NULL,10000,"SMALL","< $1,000,000",NULL
"REAL REPUBLICAN REFORM PAC","C00816033",NULL,10000,"SMALL","< $1,000,000",NULL
"HONOR & LIBERTY PAC","C00794149",NULL,10000,"SMALL","< $1,000,000",NULL
"TURNNCBLUE","C00682914",NULL,10000,"SMALL","< $1,000,000",NULL
"GEORGIANS FIRST FUND","C00612283",NULL,10000,"SMALL","< $1,000,000",NULL
"WORKING PHILADELPHIANS PAC","C00592949",NULL,10000,"SMALL","< $1,000,000",NULL
"18-29 PAC","C00555524",NULL,10000,"SMALL","< $1,000,000",NULL
"NEW MEXICANS FOR PROSPERITY","C00825869",NULL,10000,"SMALL","< $1,000,000",NULL
"HEARTLAND EMPOWERED ACTION FUND","C00491944",NULL,10000,"SMALL","< $1,000,000",NULL
"PA ACCOUNTABILITY PROJECT","C00698928",NULL,10000,"SMALL","< $1,000,000",NULL
"SAM VS THE MACHINE","C00513168",NULL,10000,"SMALL","< $1,000,000",NULL
"NEW REPUBLICANS PAC","C00778266",NULL,10000,"SMALL","< $1,000,000",NULL
"MISSOURI CONSERVATIVE POLITICAL ACTION COMMITTEE","C00811356",NULL,10000,"SMALL","< $1,000,000",NULL
"MODEL CITIZENS VOTE INC.","C00683276",NULL,10000,"SMALL","< $1,000,000",NULL
"SERVICE AND LEADERSHIP PAC, INC","C00567073",NULL,10000,"SMALL","< $1,000,000",NULL
"JEWISH UNITY PAC","C00753459",NULL,10000,"SMALL","< $1,000,000",NULL
"IRON DOME ALLIANCE","C00580837",NULL,10000,"SMALL","< $1,000,000",NULL
"LOKI PAC","C00626762",NULL,10000,"SMALL","< $1,000,000",NULL
"CENTENNIAL FUND COMMITTEE; THE","C00516542",NULL,10000,"SMALL","< $1,000,000",NULL
"SPOONER*S INDEPENDENT EXPENDITURES","C00660241",NULL,10000,"SMALL","< $1,000,000",NULL
"REBUILDING AMERICA","C00502369",NULL,10000,"SMALL","< $1,000,000",NULL
"NORTH CAROLINA WOMEN VOTE!","C00560110",NULL,10000,"SMALL","< $1,000,000",NULL
"GRASSROOTS FOR LIBERTY","C00515098",NULL,10000,"SMALL","< $1,000,000",NULL
"AMERICAN VALUES COMMITTEE","C00680223",NULL,10000,"SMALL","< $1,000,000",NULL
"MATTHEW 25 NETWORK","C00449801",NULL,10000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO GET WALKER RUNNING","C00519702",NULL,10000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE TRUST OF AMERICA","C00688598",NULL,10000,"SMALL","< $1,000,000",NULL
"MONTANANS AGAINST CORRUPTION IN CONGRESS","C00820589",NULL,10000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR ADVANCING FREEDOM","C00746867",NULL,10000,"SMALL","< $1,000,000",NULL
"BLUE SOUTH PROJECT SUPERPAC","C00535195",NULL,10000,"SMALL","< $1,000,000",NULL
"RESTORE TRUTH","C00734848",NULL,10000,"SMALL","< $1,000,000",NULL
"RESTORE AMERICA*S VOICE PAC","C00489807",NULL,10000,"SMALL","< $1,000,000",NULL
"FLIP IT BLUE","C00684522",NULL,10000,"SMALL","< $1,000,000",NULL
"TRUTH FOR CITIZENS PAC","C00524595",NULL,10000,"SMALL","< $1,000,000",NULL
"NATIONAL ALLIANCE FOR ENVIRONMENTAL REFORM POLITICAL ACTION COMMITTEE","C00626622",NULL,10000,"SMALL","< $1,000,000",NULL
"SOLUTIONS NJ PAC","C00614859",NULL,10000,"SMALL","< $1,000,000",NULL
"PEOPLE*S ACTION MOVEMENT POLITICS","C00684910",NULL,10000,"SMALL","< $1,000,000",NULL
"VALLEY WORKS","C00683201",NULL,10000,"SMALL","< $1,000,000",NULL
"BLUE PAC","C00785808",NULL,10000,"SMALL","< $1,000,000",NULL
"AMERICA VS OBAMA","C00527127",NULL,10000,"SMALL","< $1,000,000",NULL
"REAL PEOPLE FOR AMERICA","C00616789",NULL,10000,"SMALL","< $1,000,000",NULL
"YOUR AMERICA INC","C00505248",NULL,10000,"SMALL","< $1,000,000",NULL
"BUCKEYE FREEDOM FUND","C00796177",NULL,10000,"SMALL","< $1,000,000",NULL
"NORTH CAROLINA PATRIOTS PAC","C00818179",NULL,10000,"SMALL","< $1,000,000",NULL
"KEYSTONE STRONG","C00776583",NULL,10000,"SMALL","< $1,000,000",NULL
"AGENDA FOR PROGRESS SUPER PAC","C00777854",NULL,10000,"SMALL","< $1,000,000",NULL
"SUNSHINE COLORADO","C00664094",NULL,10000,"SMALL","< $1,000,000",NULL
"NEBRASKA UNITED","C00519496",NULL,10000,"SMALL","< $1,000,000",NULL
